"z","Y","std","Y1","Y0","smooth_spline"
-0.1067,1,0.2561,1,1,0.271381416838541
-0.4274,1,0.2322,1,1,0.525649118029904
-0.2582,0,0.2433,1,0,0.398856929586284
-0.0566,1,0.21,1,1,0.23203020346198
-0.749,0,0.2321,1,0,0.634753102738664
-0.3866,1,0.2216,1,1,0.498181103934857
-0.2874,0,0.241,1,0,0.422653138426451
-0.5636,0,0.2282,1,0,0.594137125524229
-0.6871,0,0.2296,1,0,0.627800558869039
-0.7183,0,0.2307,1,0,0.632195952311837
0.7396,1,0.2092,1,1,0.00406151746587435
-0.0145,1,0.209,1,1,0.201548012362207
-0.9194,0,0.2447,1,0,0.604550084460433
-1.4758,0,0.3093,1,0,0.296647750692995
-0.1336,1,0.2122,1,1,0.293547623298524
0.1804,1,0.2056,1,1,0.0922787471206263
-0.3125,1,0.2392,1,1,0.442628792912685
-1.0986,0,0.2638,0,0,0.499242743815461
-0.7493,0,0.2322,1,0,0.634769014196799
-0.1303,1,0.2121,1,1,0.290797026497444
0.1334,1,0.2062,1,1,0.113501721367453
0.0011,1,0.2087,1,1,0.190876874104556
-0.7854,0,0.2342,1,0,0.635179418539193
0.022,1,0.2082,1,1,0.177091151993936
0.4578,1,0.2045,1,1,0.0236967099503732
-0.8208,0,0.2366,0,0,0.6322152038055
-1.2823,0,0.2859,0,0,0.384851474930258
0.0721,1,0.2072,1,1,0.14641577021108
-0.4687,1,0.2304,1,1,0.55040615732812
-0.9405,0,0.2468,1,0,0.595359074988126
-0.0023,1,0.2657,1,1,0.193174969737937
-0.23,1,0.2455,1,1,0.375331450663796
-0.3473,0,0.2368,1,0,0.469486006838798
-0.0567,1,0.2607,1,0,0.232105616284191
-0.0203,1,0.2091,1,1,0.20559886136044
-0.6512,0,0.2287,1,0,0.620515570712853
-0.532,1,0.2286,1,1,0.581576443073117
-0.3602,1,0.236,1,1,0.479122836070505
-0.73,1,0.2312,1,1,0.633380503081432
0.5519,1,0.2053,1,1,0.0140062152797186
0.07,1,0.2073,1,1,0.147634981362142
-0.8228,0,0.2367,1,0,0.6319364279079
0.5362,1,0.2051,1,1,0.0153192931145064
0.5137,1,0.2049,1,1,0.0173933691966892
-0.9514,0,0.2478,1,0,0.590181697040815
-0.9326,0,0.246,1,0,0.598928758161176
-0.6784,0,0.2387,1,0,0.626252192673558
0.9805,1,0.2199,1,0,0.00091664038575423
-1.9614,0,0.3387,0,0,0.126537189680036
0.1194,1,0.2064,1,1,0.12053652448514
-0.0514,1,0.2099,1,1,0.228127946335318
-0.8686,0,0.2403,1,0,0.622174135137654
-0.7567,0,0.2326,1,0,0.635100881274459
-0.0521,1,0.2099,1,1,0.22865103958405
-0.0277,1,0.2633,1,1,0.210834346234905
-1.7737,0,0.3332,0,0,0.184127722571211
-0.3265,1,0.2382,1,1,0.453563775019159
-0.969,0,0.2496,0,0,0.581218619238231
0.3618,1,0.2043,1,1,0.0393995417647728
0.0418,1,0.2078,1,1,0.164571855887188
-0.1369,1,0.2535,1,0,0.296305834168144
-0.2283,1,0.2457,1,1,0.373898011026815
-0.2592,0,0.2163,1,0,0.399681465981336
-1.2554,1,0.2826,1,1,0.399271941389737
-0.4545,1,0.2249,1,1,0.542277815265993
0.6888,1,0.2078,1,1,0.00591647857484949
-0.2832,0,0.2413,1,0,0.419266180770894
-0.3762,1,0.235,1,1,0.49078407479519
-1.6736,0,0.331,0,0,0.220068880600057
-0.3615,0,0.2205,1,0,0.480082665924395
-0.7029,0,0.2301,1,0,0.630251915735184
-0.8481,1,0.2386,1,1,0.627335414285559
-0.3045,1,0.2181,1,1,0.4363119521309
-0.1253,1,0.2119,1,1,0.286644989079308
-0.4839,0,0.2299,1,0,0.558645573852592
-0.6053,0,0.2281,1,0,0.608086310480655
0.708,1,0.2083,1,1,0.00515109361967175
0.0971,1,0.2068,1,1,0.132355062490292
-0.6119,1,0.2281,1,1,0.610060095303881
0.3179,1,0.2044,1,1,0.0489910656238807
-0.0837,1,0.2582,1,1,0.252951851647428
-0.2984,1,0.2402,1,1,0.431463920164218
0.1613,1,0.2058,1,1,0.100450410882887
-0.063,1,0.2102,1,1,0.236884247177799
-0.6802,0,0.2294,0,0,0.626584177358192
-0.0094,1,0.2089,1,0,0.198023638893013
0.3732,1,0.2043,1,1,0.0371687480055996
0.1045,1,0.2067,1,1,0.128354988149686
-0.4368,1,0.224,1,1,0.531577837204483
0.1347,1,0.2062,1,1,0.112864593704044
-0.8518,0,0.2389,1,0,0.62649600601955
-0.383,0,0.2346,0,0,0.49563734063476
-0.1824,1,0.2137,1,0,0.334869795526881
0.288,1,0.2046,1,1,0.0565163678406174
-0.6842,1,0.2295,1,1,0.627300198226852
0.2169,1,0.2051,1,1,0.0783228886043693
-0.9836,0,0.2511,1,0,0.573261523777838
-1.244,0,0.326,0,0,0.405639514964638
0.3822,1,0.2043,1,1,0.03547997010199
0.7877,1,0.2107,1,1,0.00278955331351427
0.0943,1,0.2068,1,0,0.133887998623639
1.0623,1,0.2254,1,1,0.000658306872631783
-1.0062,0,0.2535,1,0,0.5601277043273
-0.3639,1,0.2357,1,1,0.481849026540202
-1.3411,0,0.3266,1,0,0.355769550158641
-0.745,0,0.2319,1,0,0.634523230127816
-0.1296,1,0.2541,1,1,0.290214592924662
0.197,1,0.2054,1,1,0.0856694548076047
-0.5166,1,0.229,1,1,0.574746468006753
-0.315,0,0.239,1,0,0.444592907731151
-0.3632,0,0.2358,1,0,0.481334596749344
0.0074,1,0.2085,1,1,0.186659497718706
0.0215,1,0.2082,1,1,0.177414073589981
0.1854,1,0.2055,1,1,0.0902404863955845
-0.4491,0,0.2312,1,0,0.539079437369779
0.0953,1,0.2747,1,0,0.133339307996069
-1.0646,0,0.2599,1,0,0.52255331379691
-0.4498,1,0.2312,1,1,0.539497347305041
-0.7328,0,0.2314,1,0,0.633626404367273
0.298,1,0.2045,1,1,0.0539043235690727
0.6986,1,0.208,1,1,0.00551593411289756
0.3937,1,0.2043,1,1,0.0334139200149758
-0.7468,0,0.232,0,0,0.634630727071968
0.2188,1,0.2051,1,1,0.0776531613301202
0.3161,1,0.2044,1,1,0.0494202947121575
-1.3621,0,0.3268,0,0,0.346006053723565
-0.786,0,0.2342,1,0,0.63515880100086
-0.1524,1,0.2127,1,1,0.309348003414172
0.1704,1,0.2057,1,0,0.096480307556854
-0.5037,0,0.2293,1,0,0.568656093153145
0.2992,1,0.2045,1,1,0.0535974097950423
-0.1439,1,0.2528,1,0,0.302179426453489
-0.087,1,0.2108,1,0,0.255561988277682
-0.4622,1,0.2307,1,1,0.546736472921646
0.0232,1,0.2082,1,1,0.176317515677047
-0.2254,0,0.2151,1,0,0.371449520755998
0.1326,1,0.2062,1,1,0.113895182773862
-0.4351,1,0.2318,1,1,0.53051789051285
-0.8402,0,0.238,1,0,0.628986598449127
-0.8796,0,0.2412,1,0,0.618914125092822
-0.9027,0,0.2432,1,0,0.611051168847113
0.3266,1,0.2044,1,1,0.0469578709380934
-0.1091,1,0.2559,1,0,0.273333880460329
-1.148,0,0.2697,1,0,0.465427841085497
-0.1085,1,0.256,1,1,0.272845277822023
0.0658,1,0.2073,1,0,0.150090917729105
0.8669,1,0.2139,1,1,0.00155462075216029
-0.3774,1,0.2212,1,1,0.491645068462942
0.1648,1,0.2058,1,1,0.0989067253647298
-0.4626,0,0.2307,1,0,0.546964797373785
-0.1858,1,0.2492,1,1,0.337771509200973
-0.3392,0,0.2373,1,0,0.463337283715809
-0.1468,1,0.2526,1,0,0.304621008007402
-1.4147,0,0.3272,0,0,0.322551552601571
-1.0278,0,0.2559,1,0,0.546764948909285
-0.1738,1,0.2502,1,1,0.327531782375519
-0.4008,1,0.2336,1,1,0.508035486086735
-0.1933,1,0.2486,1,0,0.344170371514529
-0.6419,0,0.2285,1,0,0.61825681796017
0.3404,1,0.2043,1,1,0.0438702613731584
1.2669,1,0.244,1,1,9.85458031441431e-05
-0.2105,1,0.2471,1,1,0.35881842387679
-0.4352,0,0.2318,1,0,0.530580392405855
-1.3321,0,0.3265,0,0,0.360041371156982
-0.0413,1,0.2621,1,1,0.220658599425768
-0.0036,1,0.2088,1,1,0.194057729887582
-0.5645,0,0.2282,1,0,0.594467746152208
-0.9025,0,0.2432,1,0,0.611124917234641
0.1377,1,0.2061,1,1,0.111404953519007
-0.1569,1,0.2517,1,0,0.313157340896238
-0.4874,0,0.2298,1,0,0.560474221747642
-0.253,0,0.2161,1,0,0.394558246866208
1.3014,1,0.2479,1,1,1.79136647343564e-05
-0.4686,0,0.2304,1,0,0.550350358278236
-1.712,0,0.3318,0,0,0.206098462988838
-0.4723,1,0.2303,1,1,0.552401148351423
-0.4428,0,0.2315,1,0,0.535274328326455
-0.5611,0,0.2282,0,0,0.593211191602614
-1.2055,0,0.2766,1,0,0.428333498547064
0.4562,1,0.2045,1,1,0.023904405516776
0.0836,1,0.207,1,1,0.139843318403408
-0.6254,0,0.2283,1,0,0.613910856837511
-0.2471,1,0.2441,1,1,0.389658573204816
-0.5541,0,0.2283,1,0,0.590558462490594
-1.0417,0,0.2574,0,0,0.537805130305538
-0.1818,1,0.2137,1,1,0.334357713632631
0.2512,1,0.2048,1,1,0.0670231833159446
0.0348,1,0.2079,1,0,0.168938507505798
-0.0826,1,0.2583,1,1,0.252084619773194
-0.4797,0,0.23,1,0,0.556417248838154
-1.8102,0,0.3341,0,0,0.171603864864071
-0.0996,1,0.2112,1,0,0.265636201727574
-0.1822,1,0.2137,1,0,0.334699101312442
-0.6563,0,0.2371,1,0,0.621691790295305
-0.7111,0,0.2304,1,0,0.63134147514185
-0.2365,0,0.2155,1,0,0.380798110021099
0.3706,1,0.2043,1,1,0.0376684679868407
-0.3815,1,0.2347,1,1,0.494572165188501
-0.8386,0,0.2379,1,0,0.629297358091085
-0.0255,1,0.2093,1,1,0.209269903361463
-0.279,0,0.2416,1,0,0.415866916946724
-1.5319,0,0.316,0,0,0.273979960622712
-0.5518,1,0.2283,1,1,0.589667119177295
-0.6305,0,0.2283,1,0,0.615298319203916
0.377,1,0.2043,1,1,0.0364479623223776
-1.134,0,0.268,1,0,0.47490738946736
0.9775,1,0.2197,1,1,0.000926362606516665
-0.1874,1,0.2491,1,1,0.339136889499503
-0.8889,0,0.242,1,0,0.615909428136791
-0.1414,1,0.2531,1,1,0.30007835324083
-0.8798,0,0.2412,0,0,0.618851857928581
-0.0696,1,0.2595,1,1,0.241947659820797
-0.5317,0,0.2286,1,0,0.581447950829007
0.3441,1,0.2043,1,1,0.0430701887076885
0.49,1,0.2047,1,1,0.0198507620265475
-1.2493,0,0.2819,0,0,0.402659419330561
-1.0022,0,0.3263,1,0,0.562518871106917
-0.192,1,0.2487,1,1,0.343061530316152
-0.3733,1,0.2351,1,1,0.488695412717068
-0.0226,1,0.2092,1,1,0.207217980182018
-0.3842,0,0.2345,1,0,0.4964872549438
-0.3435,0,0.237,1,0,0.46661027046524
0.612,1,0.2062,1,1,0.00981239439462129
0.3005,1,0.2045,1,1,0.0532664839769126
-1.6217,0,0.3301,0,0,0.239339719540798
0.0024,0,0.2086,0,0,0.19000227077859
0.5165,1,0.2049,1,1,0.0171221340177534
-1.9352,0,0.3378,0,0,0.133660699007558
-0.3511,0,0.2365,1,0,0.472345409147795
-1.8523,0,0.3352,0,0,0.157954069654978
-1.0767,0,0.2613,0,0,0.514313133389463
0.3026,1,0.2045,1,1,0.0527353357343629
-2.4766,0,0.3696,0,0,0.023096734961111
-0.4914,0,0.2296,1,0,0.562532815895857
-0.3308,1,0.2379,1,1,0.456889638182759
-0.4259,0,0.2323,0,0,0.524687983565163
-0.0954,1,0.2572,1,1,0.262260054970725
-0.8138,0,0.2361,1,0,0.633094258370389
-0.4106,1,0.233,1,1,0.514659974178225
-0.0483,1,0.2098,1,0,0.225819756536507
-0.9909,0,0.2519,0,0,0.569121866187534
-0.4889,0,0.2297,1,0,0.561250094481688
-1.5407,0,0.3288,0,0,0.270509924150644
-2e-04,1,0.2087,1,1,0.191753735540108
0.64,1,0.2067,1,1,0.00822691430567288
0.6998,1,0.2081,1,1,0.00546830704365106
0.2109,1,0.2052,1,1,0.0804735739203615
-0.1279,1,0.212,1,1,0.288801649690384
-0.6047,0,0.2281,1,0,0.60790391091576
0.3714,1,0.2043,1,1,0.0375141399319535
-0.2926,1,0.2406,1,1,0.426829152938141
-0.7381,0,0.2316,0,0,0.634051360118385
0.8927,1,0.2151,1,1,0.00132981727548228
-0.5839,1,0.2281,0,1,0.601263278157662
0.1551,1,0.2059,1,1,0.103236479444781
-0.5397,0,0.2285,1,0,0.584813211351232
-0.1927,1,0.2486,1,1,0.343658617886368
-0.2285,0,0.2456,1,0,0.374066725431394
-0.8557,0,0.2392,1,0,0.625566460364719
-0.275,1,0.2419,1,1,0.41261830041075
0.5504,1,0.2053,1,1,0.014127224233837
-0.5705,0,0.2281,1,0,0.596635874885512
-0.4165,0,0.2327,1,0,0.51857421781544
-0.3702,1,0.2208,1,1,0.486450371119751
-0.1986,1,0.2142,1,1,0.348689139873718
0.2953,1,0.2045,1,1,0.0545999672337543
0.2374,1,0.205,1,1,0.071374401392864
-1.5067,0,0.313,1,0,0.284035091619919
-0.9506,0,0.2478,0,0,0.590571594024949
-2.0054,0,0.3403,0,0,0.115000087879817
0.3737,1,0.2043,1,0,0.0370732589491734
-0.5294,0,0.2287,1,0,0.580456858778278
0.5921,1,0.2058,1,1,0.0110713684612838
-0.8532,0,0.239,0,0,0.626167573055946
-0.2361,1,0.2155,1,1,0.38046238631121
-0.2853,0,0.2412,1,0,0.420961210981399
-1.9937,0,0.3398,0,0,0.118021191732359
-0.6389,0,0.2284,1,0,0.617498000350313
-0.6693,0,0.2291,0,0,0.624481687900712
-0.9326,0,0.246,1,0,0.598928758161176
0.177,1,0.2056,1,1,0.0936885183019608
0.2465,1,0.2049,1,1,0.0684773503637914
-0.1451,1,0.2125,1,1,0.303189187798569
-0.2997,0,0.2401,1,0,0.432499369983353
-0.6815,0,0.2294,1,0,0.62682017536841
0.2243,1,0.2051,1,1,0.0757446612279698
-0.0111,1,0.2089,1,1,0.199194554831562
0.1709,1,0.2057,1,1,0.0962662471523201
-1.527,0,0.3155,0,0,0.275920622398404
-0.1971,0,0.2142,0,0,0.347410592318925
-1.0894,0,0.2628,1,0,0.505588027472184
0.4561,1,0.2045,1,1,0.0239174412950147
-0.1232,1,0.2547,1,1,0.284906985085655
-0.1787,1,0.2136,1,0,0.33171210355232
0.495,1,0.2047,1,1,0.0193074327333275
-0.2894,1,0.2409,1,1,0.424261589365715
0.2229,1,0.2051,1,1,0.0762262392055147
-0.1422,1,0.253,1,1,0.300750306239457
-0.3603,0,0.2204,1,0,0.479196744782959
-0.7158,0,0.2306,1,0,0.631910085573864
0.9003,1,0.2155,1,1,0.00127600222563336
0.3444,1,0.2043,1,1,0.0430058228015234
-0.493,1,0.2296,1,1,0.563346956261769
0.3233,1,0.2044,1,1,0.047721050910953
-0.3491,0,0.2367,1,0,0.470842536042669
0.0596,1,0.2075,1,1,0.15375893863213
-0.7869,0,0.2343,0,0,0.635126061998748
-0.797,0,0.2349,1,0,0.6346063086287
-0.3791,1,0.2348,1,1,0.492861501834229
-1.3085,0,0.3264,1,0,0.371530610715187
-0.8941,0,0.2424,1,0,0.614133989162845
-0.1992,1,0.2142,1,1,0.349200471265113
-0.8124,0,0.236,1,0,0.633252182593069
-0.3836,0,0.2215,1,0,0.496062545889752
-0.4186,1,0.2326,1,1,0.519953373123506
-0.7118,0,0.2305,1,0,0.631428741083427
-0.5671,1,0.2282,1,1,0.595414888626848
-0.31,0,0.2393,1,0,0.440659909456056
-0.3099,0,0.2183,1,0,0.440581056031457
0.2219,1,0.2051,1,1,0.0765719812574094
-1.7601,0,0.3429,0,0,0.188908641162745
-0.9344,0,0.2462,0,0,0.598128946588199
-0.7113,0,0.2304,1,0,0.631366500367824
-1.1263,0,0.2671,0,0,0.480167557606965
0.3515,1,0.2043,1,1,0.0415043724071446
-0.0454,1,0.2617,1,1,0.223672944133563
0.9257,1,0.2168,1,1,0.00112871785374077
1.0007,1,0.2212,1,1,0.000852046593199444
0.292,1,0.2045,1,1,0.055459816961323
-0.6338,1,0.2284,1,1,0.616175425659577
-0.354,0,0.2364,1,0,0.474516201277889
-0.037,1,0.2095,1,1,0.217523527107499
0.3184,1,0.2044,1,1,0.0488723601018146
-0.3136,1,0.2185,1,1,0.443493595993217
-0.631,0,0.2283,1,0,0.615432271578971
-2.1437,0,0.3463,0,0,0.0815844125601822
0.3373,1,0.2043,1,1,0.0445495194513684
-1.1226,0,0.2667,1,0,0.482704419052361
0.2949,1,0.2045,1,1,0.0547036266179594
-0.5482,1,0.2284,1,1,0.588252054458592
-0.6707,0,0.2291,1,0,0.624764012802827
-0.5354,1,0.2286,1,1,0.583020150043964
0.2967,1,0.2045,1,1,0.0542383821004104
-0.9266,0,0.2454,1,0,0.601537078684708
-0.3328,1,0.2378,1,1,0.458430920861362
-0.8821,0,0.2414,0,0,0.618128288746147
-0.0086,1,0.2089,1,1,0.197473953449732
-0.1118,1,0.2115,1,1,0.275536577364582
-1.1228,0,0.2667,0,0,0.48256715714613
0.5863,1,0.2057,1,1,0.0114609017767042
-0.9936,0,0.2522,1,0,0.567565174291503
-0.9289,0,0.2456,0,0,0.600547718908681
0.1909,1,0.2054,1,1,0.0880460126950879
-0.4387,1,0.2317,1,1,0.532755942086185
-0.6112,0,0.2281,0,0,0.609853580732125
1.2879,1,0.2464,1,1,4.90780372113692e-05
-0.1937,1,0.214,1,0,0.344511521327315
0.2206,1,0.2051,1,1,0.0770236470316389
-1.3304,0,0.3265,1,0,0.360854695453589
-1.1379,0,0.2685,1,0,0.472254666342009
-0.7456,0,0.232,1,0,0.634559793336301
-0.4904,0,0.2297,1,0,0.562021284650022
0.154,1,0.2059,1,1,0.103737657399692
-0.7178,0,0.2307,1,0,0.632139700649075
-0.3611,1,0.2359,1,1,0.479787560920966
-0.5166,0,0.229,1,0,0.574746468006753
-2.2762,0,0.3539,0,0,0.0534843842689497
0.1187,1,0.2064,1,1,0.120896404664907
0.11,1,0.2066,1,1,0.125431117910792
-0.4728,0,0.2303,1,0,0.552676104844509
0.3801,1,0.2043,1,1,0.0358683445129257
-0.033,1,0.2095,1,1,0.214631268985385
-0.1966,1,0.2141,1,1,0.346984343907406
0.4719,1,0.2045,1,1,0.0219361258083631
-0.5731,0,0.2281,1,0,0.597556437976709
-2.4342,0,0.3658,1,0,0.0280960610694113
-0.4395,0,0.2316,1,0,0.533249904784349
-0.2708,1,0.2168,1,1,0.409195744325923
-1.2231,0,0.2787,1,0,0.417732320042503
-0.3087,0,0.2394,1,0,0.439634231046528
0.5694,1,0.2055,1,1,0.0126587815901235
-1.5426,0,0.3173,0,0,0.269763098868297
0.5912,1,0.2058,1,1,0.0111311185687436
0.0712,1,0.2072,1,1,0.146937573759016
0.158,1,0.2058,1,1,0.101925121232913
-1.3168,0,0.2901,1,0,0.367439532944415
-2.4521,0,0.3674,0,0,0.0258979827674455
0.2451,1,0.2049,1,1,0.0689159531933903
0.2163,1,0.2052,1,1,0.0785355059341653
0.2021,1,0.2053,1,1,0.0837279497055822
-1.4454,0,0.3057,0,0,0.309376204650092
-0.0333,1,0.2628,1,1,0.214847387050207
-0.6459,0,0.2286,1,0,0.619245924552328
-1.3771,0,0.2974,0,0,0.339185512052724
0.0203,1,0.2082,1,1,0.178190462622803
-0.9106,0,0.2439,1,0,0.608060405155735
0.0986,1,0.2068,1,1,0.131538206267043
-2.186,0,0.3485,0,0,0.072129777743121
-0.8193,0,0.2365,0,0,0.632416203717076
0.2838,1,0.2046,1,1,0.0576428450460774
-1.1567,0,0.2707,1,0,0.459605664328999
0.1836,1,0.2055,1,1,0.0909694805718221
-0.2212,1,0.215,1,1,0.367896885493733
-0.7062,0,0.2302,1,0,0.630705336702894
0.2822,1,0.2046,1,1,0.0580766395198505
-0.1245,1,0.2546,1,0,0.285982473985716
0.415,1,0.2043,1,1,0.0298541082589903
0.1639,1,0.2058,1,1,0.0993016677816304
-0.88,0,0.2412,1,0,0.618789486114272
-0.5056,0,0.2292,1,0,0.569574351402462
-0.5764,0,0.2281,0,0,0.598708863062332
-0.9428,1,0.247,1,1,0.594290895750467
-0.0374,1,0.2096,1,1,0.217814027792277
-1.4083,0,0.3272,1,0,0.325340946323584
0.3292,1,0.2044,1,1,0.0463634255122346
-0.2716,1,0.2422,1,1,0.409848556052192
0.526,1,0.205,1,1,0.0162301685024248
-0.44,0,0.2316,1,0,0.533558001657521
0.6264,1,0.2064,1,1,0.00897129595400517
-0.285,1,0.2173,1,1,0.420719253165041
-1.6856,0,0.3313,0,0,0.215678769536965
0.1001,1,0.2067,1,0,0.130724405593687
-0.75,0,0.2322,1,0,0.634805410291218
0.5741,1,0.2056,1,1,0.012315947239274
0.1534,1,0.2059,1,1,0.104011899896429
-0.2635,1,0.2428,1,1,0.403219073076734
-0.012,1,0.209,1,0,0.199816016843681
-0.6596,0,0.2288,1,0,0.622428496583119
-1.7481,0,0.3326,0,0,0.193163049333546
-0.8357,0,0.2377,1,0,0.629840159044883
0.0599,1,0.2714,1,1,0.153580286019835
-0.1154,0,0.2116,0,0,0.278483549247355
-1.0614,0,0.2596,0,0,0.524715248894809
-1.4604,0,0.3277,0,0,0.303055930435559
-1.7599,0,0.3429,0,0,0.188979298535693
-0.0338,1,0.2095,1,1,0.215207871450763
-0.7239,1,0.231,1,1,0.632794463592835
-0.824,0,0.2368,0,0,0.631763237014427
-0.8913,1,0.2422,1,1,0.615098360396059
-0.8626,1,0.2398,1,1,0.623811574409337
-0.7148,0,0.2306,0,0,0.631792513396016
0.2921,1,0.2045,1,1,0.0554336047644725
0.2553,1,0.2048,1,1,0.0657770838779475
-0.819,0,0.2364,1,0,0.63245557399178
0.0328,1,0.208,1,1,0.170197971994528
0.2781,1,0.2046,1,1,0.0592001294353544
0.1952,1,0.2054,1,1,0.0863645338699855
-0.1304,1,0.2121,1,1,0.29088026111228
0.1243,1,0.2063,1,1,0.118038742040009
-0.2502,1,0.2439,1,1,0.392235915103915
-1.1646,1,0.2716,1,1,0.454373732691752
-0.843,0,0.2382,1,0,0.628423534655626
-1.3946,0,0.2996,1,0,0.331367394383737
-0.4771,0,0.2301,1,0,0.555019230965731
0.3767,1,0.2043,1,1,0.0365044540135186
-0.3959,0,0.2338,1,0,0.504668094395129
-0.9148,0,0.2443,1,0,0.606408583039997
0.3991,1,0.2043,1,1,0.032478954845541
-0.0512,1,0.2612,1,1,0.227978618448005
-0.7357,0,0.2432,0,0,0.633865550865882
-0.4834,0,0.2264,1,0,0.558382242908113
0.1971,1,0.2054,1,1,0.0856309904937097
-1.0331,0,0.2564,1,0,0.543379030216644
-0.0401,1,0.2096,1,1,0.219780988890457
0.0805,1,0.2071,1,1,0.141597574009791
-0.1882,1,0.2139,1,1,0.339819533177622
-0.1998,1,0.248,1,1,0.349711749809799
-0.5628,0,0.2282,1,0,0.593842037269351
-0.8635,0,0.2398,0,0,0.623572477888599
-0.9702,0,0.2497,0,0,0.580581659311456
-1.6963,0,0.3315,1,0,0.211783127532115
-0.1488,1,0.2524,1,1,0.306307422382483
0.864,1,0.2138,1,1,0.00158442312713183
0.1268,1,0.2063,1,0,0.116778995117301
-0.2852,0,0.2173,1,0,0.420880565407939
-1.2352,0,0.2802,0,0,0.41066461276846
-0.3492,0,0.2367,1,0,0.470917789925264
-0.0341,1,0.2095,1,1,0.215424334927298
1.0448,1,0.2241,1,1,0.000712677761623382
-0.8363,0,0.2377,1,0,0.629730019374679
0.1073,1,0.2066,1,0,0.126861112197319
-0.37,0,0.2353,1,0,0.48630509410818
-0.6696,0,0.2291,0,0,0.624542487267378
-0.2542,1,0.2436,1,1,0.395551896294947
0.7455,1,0.2093,1,1,0.0038810823112155
-0.8615,0,0.2397,0,0,0.624100639431809
-0.1755,1,0.2135,1,1,0.328981793098528
0.1292,1,0.2063,1,1,0.115579074800436
-0.8194,0,0.2365,1,0,0.632403018875608
-2.053,0,0.3422,0,0,0.103038543099072
-0.4366,0,0.2318,1,0,0.531453423454036
-1.0752,0,0.2612,1,0,0.515339349474005
0.757,1,0.2097,1,1,0.00354952815505514
-0.145,1,0.2527,1,1,0.303105011019906
0.284,1,0.2046,1,1,0.0575888023629762
-0.1973,1,0.2482,1,1,0.347581082714311
-0.9979,0,0.2526,0,0,0.565058466748735
-1.1715,0,0.2725,0,0,0.449852018142739
-1.2012,0,0.276,0,0,0.430980362431903
-0.9312,0,0.2459,0,0,0.599545309491824
-0.54,0,0.2285,1,0,0.584936953095219
-0.8453,0,0.2384,1,0,0.627942775945701
-0.9263,0,0.2454,1,0,0.601665164389784
0.0079,1,0.2085,1,1,0.186327064480217
-1.0461,0,0.2579,1,0,0.534917975629389
-0.5828,0,0.2281,0,0,0.600894155570648
-0.1634,1,0.2511,1,1,0.318674878128609
-0.6491,0,0.2286,0,0,0.620018173970482
0.4993,1,0.2047,1,1,0.0188510529305791
-0.3057,0,0.2397,1,0,0.437262494852458
-0.0381,1,0.2096,1,1,0.218322963058843
-0.0563,1,0.21,1,1,0.231804048027588
-0.9891,1,0.2517,1,1,0.570152088830278
0.5322,1,0.205,1,1,0.0156708773763665
-2.3182,0,0.3568,0,0,0.0457099922177538
-0.1525,1,0.2521,1,1,0.309432553724621
0.6137,1,0.2062,1,1,0.00971014480307613
-0.066,1,0.2103,1,1,0.239178638836263
-0.5871,0,0.2281,1,0,0.602326504677389
-0.3961,1,0.2338,1,1,0.50480623573904
-0.3182,0,0.2388,1,0,0.447099873755855
-0.3009,1,0.24,1,1,0.433454077538255
0.344,1,0.2043,1,1,0.0430916607819424
0.4033,1,0.2043,1,1,0.0317671343809885
-0.6199,1,0.2282,1,1,0.612372565616704
-0.9249,1,0.2453,1,1,0.602259968173044
-0.1967,1,0.2483,1,1,0.347069596118607
-0.1192,1,0.255,1,1,0.281606491630295
-0.2115,1,0.2146,1,1,0.359668231752312
-1.1626,0,0.2714,0,0,0.455692941718129
-0.2505,1,0.2439,1,1,0.392484991023591
0.8499,1,0.2132,1,1,0.00174390706548273
-0.6908,1,0.2297,1,1,0.628416171461362
-0.3533,0,0.2364,1,0,0.473993136814097
0.1949,1,0.2054,1,1,0.0864808827882187
-1.5427,0,0.3173,1,0,0.269723814520814
-0.7486,1,0.2321,1,1,0.634731596373109
-0.7835,0,0.2341,0,0,0.635238367782484
-0.8811,0,0.2413,1,0,0.618444575226199
-0.6157,0,0.2282,1,0,0.611169485712294
0.7929,1,0.2109,1,1,0.00267800469555813
-0.6237,0,0.2282,0,0,0.613439960528997
-0.8305,1,0.2373,1,1,0.630747523559455
-0.4595,0,0.2308,1,0,0.545186756481433
-0.0182,1,0.2091,1,1,0.204126879971476
-1.2199,0,0.2783,1,0,0.419631766171046
-0.6231,0,0.2282,1,0,0.61327277642601
0.1429,1,0.2061,1,1,0.108910345366112
-0.1014,1,0.2112,1,1,0.267088318994444
-0.7179,0,0.2307,1,0,0.632150987852866
-0.7823,1,0.234,1,1,0.63527066665379
-0.6611,0,0.2289,1,0,0.622756985668731
-1.0152,0,0.2545,1,0,0.554649535210288
-0.2542,0,0.2162,1,0,0.395551896294947
-0.2448,0,0.2443,1,0,0.387742184290965
-0.7166,0,0.2307,1,0,0.632002816355592
0.0096,1,0.2668,1,1,0.185199304055701
-1.7293,0,0.3322,1,0,0.199876368907916
0.0122,1,0.2084,1,0,0.183482013773559
-0.0247,1,0.2636,1,1,0.208702689347804
0.4047,1,0.2043,1,1,0.0315328277847237
-0.5423,0,0.2284,1,0,0.585879826012101
-0.5142,1,0.2281,1,1,0.573638921112185
-0.683,0,0.2295,1,0,0.62708854421603
-1.3775,0,0.2975,0,0,0.339005197175537
